customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
1315-WFPNE,2020-10-02,Paid,2021-09-27,Standard,Annual,,,13.99,494,55,0,ishaan,Nepal,Kathmandu,Male,1990-07-09,,,,
1316-TVLYJ,2022-10-29,Organic,2023-10-24,Basic,Annual,,,9.99,384,49,0,anaya,India,Delhi,Male,1970-10-02,,,,
1317-VHHHU,2024-03-02,Paid,2024-04-01,Basic,Monthly,,,6.99,233,55,0,ishaan,India,Tamil Nadu,Male,2003-12-24,,,,
1318-SAKMS,2020-11-13,Refferal,2020-12-13,Basic,Monthly,,,8.99,300,54,0,saanvi,India,Uttar Pradesh,Female,1969-06-28,,,,
1319-ZCRGJ,2020-01-24,Paid,2021-01-18,Standard,Annual,,,17.99,457,51,0,krishna,India,Delhi,Female,2001-02-03,,,,
1320-GLZCU,2024-01-31,Organic,2024-03-01,Basic,Monthly,,,9.99,359,47,0,rishi,India,Rajasthan,Male,1984-06-02,,,,
1321-FSPGV,2019-09-03,Refferal,2020-08-28,Premium,Annual,,,29.99,1086,27,0,rishi,Nepal,Kathmandu,Male,1993-08-13,,,,
1322-YJNNK,2021-09-03,Paid,2021-10-03,Standard,Monthly,2022-05-02,Switched to competitor,13.99,333,84,1,pooja,India,Maharashtra,Female,1976-12-22,,,,
1323-BGFIE,2019-03-23,Refferal,2020-03-17,Basic,Annual,2019-07-31,Too expensive,8.99,333,62,1,aarav,India,Rajasthan,Male,1994-07-19,2021-08-01,Y,17.0,2.0
1324-PCHTD,2022-01-29,Organic,2022-02-28,Premium,Monthly,,,20.99,501,20,0,neha,India,Uttar Pradesh,Female,2001-02-23,,,,
1325-DKRNP,2019-05-23,Organic,2020-05-17,Standard,Annual,,,17.99,1136,21,0,kabir,India,Telangana,Female,1981-04-14,,,,
1326-ZVHIR,2023-05-29,Paid,2023-06-28,Standard,Monthly,,,12.99,252,73,0,saanvi,India,Rajasthan,Male,2005-07-07,,,,
1327-FOUKZ,2022-09-24,Paid,2023-09-19,Premium,Annual,,,22.99,1903,18,0,neha,India,West Bengal,Male,1977-04-17,,,,
1328-QCLNT,2020-07-11,Organic,2021-07-06,Standard,Annual,2021-03-17,Poor streaming quality,13.99,483,38,1,rahul,India,Gujarat,Female,1996-03-09,2022-11-25,N,71.0,2.0
1329-OPXEI,2021-07-08,Organic,2021-08-07,Basic,Monthly,2021-09-14,Poor customer support,8.99,442,61,1,sai,India,West Bengal,Male,2000-11-12,2021-12-07,Y,33.0,2.0
1330-SDAWQ,2022-03-25,Refferal,2022-04-24,Standard,Monthly,,,13.99,353,44,0,aadhya,India,Nagaland,Female,1970-04-26,,,,
1331-JXVGN,2024-02-20,Organic,2024-03-21,Basic,Monthly,2025-07-29,Switched to competitor,9.99,297,83,1,sai,India,Meghalaya,Male,1978-01-07,,,,
1332-XTICD,2019-07-06,Refferal,2020-06-30,Premium,Annual,2021-01-17,Poor streaming quality,29.99,1153,63,1,meera,India,Delhi,Female,1986-02-15,,,,
1333-RBSFI,2021-12-02,Paid,2022-01-01,Basic,Monthly,2022-03-02,Poor customer support,6.99,293,79,1,sai,India,Gujarat,Male,2004-05-19,2023-08-21,N,61.0,2.0
1334-YERVU,2023-11-23,Organic,2023-12-23,Basic,Monthly,2025-05-27,Switched to competitor,8.99,291,97,1,priya,India,Nagaland,Female,1967-06-14,2026-04-30,Y,20.0,2.0
1335-SVSGS,2019-04-17,Organic,2019-05-17,Basic,Monthly,2021-04-27,Switched to competitor,8.99,263,46,1,aarav,India,Gujarat,Female,1983-09-06,2021-02-20,Y,50.0,2.0
1336-UTOKX,2023-04-12,Organic,2023-05-12,Basic,Monthly,2024-02-12,Switched to competitor,9.99,256,66,1,rahul,India,Tamil Nadu,Male,2000-12-15,2025-07-10,Y,29.0,2.0
1337-LVDLQ,2021-02-02,Paid,2021-03-04,Standard,Monthly,,,13.99,384,59,0,reyansh,India,Nagaland,Female,1986-05-16,,,,
1338-VHUVW,2020-06-07,Paid,2021-06-02,Standard,Annual,,,12.99,477,51,0,arjun,India,Nagaland,Male,1978-01-15,,,,
1339-SBRCB,2019-12-01,Organic,2019-12-31,Standard,Monthly,,,13.99,62,71,0,isha,India,Maharashtra,Female,1969-03-29,,,,
1340-FMBCN,2021-05-14,Refferal,2021-06-13,Standard,Monthly,2023-08-01,Poor customer support,12.99,311,59,1,dev,Nepal,Kathmandu,Female,1998-12-22,2021-05-27,Y,40.0,1.0
1341-WMVXT,2020-04-03,Organic,2020-05-03,Premium,Monthly,,,20.99,1247,15,0,rahul,India,Nagaland,Male,1995-12-25,,,,
1342-UHNUZ,2023-12-29,Refferal,2024-01-28,Standard,Monthly,,,17.99,524,59,0,meera,India,Telangana,Female,1971-08-25,,,,
1343-JSMBK,2019-06-01,Paid,2020-05-26,Standard,Annual,,,13.99,634,64,0,aarav,India,Maharashtra,Female,1983-08-25,,,,
1344-VPHWB,2024-07-19,Refferal,2025-07-14,Basic,Annual,,,6.99,366,71,0,isha,India,Delhi,Male,1989-10-26,2025-01-31,N,73.0,1.0
1345-QHSVK,2023-01-15,Organic,2023-02-14,Standard,Monthly,,,17.99,276,51,0,riya,India,Tamil Nadu,Female,1970-11-19,,,,
1346-VPEFG,2021-12-04,Refferal,2022-01-03,Basic,Monthly,2022-06-29,Switched to competitor,8.99,279,51,1,sai,India,Tamil Nadu,Female,1987-02-24,,,,
1347-DRHPI,2019-07-26,Paid,2020-07-20,Premium,Annual,,,20.99,981,61,0,anaya,India,Uttar Pradesh,Male,2005-03-17,,,,
1348-ZTTZD,2023-12-14,Organic,2024-12-08,Premium,Annual,,,22.99,1129,18,0,rishi,India,Gujarat,Male,1972-06-29,,,,
1349-KEDGO,2023-01-17,Organic,2023-02-16,Standard,Monthly,,,13.99,242,78,0,aadhya,India,Delhi,Female,1980-04-24,,,,
1350-HEZNN,2019-12-14,Refferal,2020-01-13,Basic,Monthly,2021-03-14,Poor customer support,6.99,100,74,1,riya,India,Meghalaya,Male,1966-05-03,,,,
1351-BUWZV,2019-02-02,Organic,2020-01-28,Premium,Annual,,,22.99,1683,17,0,dev,India,Gujarat,Female,1983-01-13,,,,
1352-GRTZT,2020-05-31,Paid,2020-06-30,Premium,Monthly,,,22.99,841,23,0,rohan,India,Nagaland,Female,1999-10-14,,,,
1353-KYUFA,2023-03-08,Organic,2024-03-02,Standard,Annual,,,12.99,566,21,0,aarav,India,Gujarat,Female,2002-05-02,,,,
1354-DOJSX,2020-07-27,Organic,2020-08-26,Premium,Monthly,,,29.99,1270,21,0,aarav,India,Nagaland,Female,2001-02-16,,,,
1355-YLODE,2023-02-21,Organic,2023-03-23,Standard,Monthly,,,12.99,408,67,0,yash,India,Meghalaya,Male,1969-02-20,,,,
1356-ISPUN,2024-02-18,Organic,2024-03-19,Premium,Monthly,2026-03-25,Poor streaming quality,29.99,995,40,1,kiara,Nepal,Kathmandu,Female,1997-10-28,,,,
1357-RLDTN,2022-04-19,Refferal,2022-05-19,Basic,Monthly,,,8.99,105,68,0,vihaan,India,Maharashtra,Male,1966-10-22,,,,
1358-JJGFX,2023-03-26,Paid,2023-04-25,Standard,Monthly,,,13.99,530,38,0,myra,India,Delhi,Male,1968-01-12,,,,
1359-YOVOE,2023-12-20,Organic,2024-01-19,Premium,Monthly,,,29.99,1194,39,0,pooja,Nepal,Kathmandu,Female,1982-05-16,,,,
1360-ZYWJR,2024-05-03,Paid,2024-06-02,Standard,Monthly,,,12.99,58,58,0,rohan,India,Maharashtra,Male,1973-08-19,,,,
1361-IZGHW,2023-08-27,Organic,2024-08-21,Standard,Annual,2025-04-03,Too expensive,12.99,322,49,1,rishi,India,Tamil Nadu,Male,1983-01-10,2024-05-14,N,54.0,1.0
1362-NVFBT,2023-03-19,Refferal,2023-04-18,Basic,Monthly,,,8.99,86,61,0,anaya,India,Karnataka,Male,1978-05-15,,,,
1363-PQYQM,2022-01-07,Paid,2022-02-06,Basic,Monthly,,,6.99,320,60,0,vihaan,India,Rajasthan,Female,1989-10-24,,,,
1364-EJSNO,2025-03-23,Paid,2026-03-18,Premium,Annual,,,22.99,324,49,0,aditya,India,West Bengal,Female,1981-09-30,,,,
1365-FABPI,2024-12-27,Organic,2025-01-26,Standard,Monthly,,,17.99,366,67,0,nisha,India,Rajasthan,Female,1980-10-06,,,,
1366-XRING,2021-10-04,Paid,2022-09-29,Standard,Annual,,,13.99,441,47,0,nisha,India,Gujarat,Male,2004-08-26,,,,
1367-KAWEU,2024-06-25,Refferal,2024-07-25,Standard,Monthly,,,17.99,603,73,0,riya,India,Delhi,Male,2005-06-09,2026-05-13,N,52.0,1.0
1368-MTLMF,2022-02-25,Organic,2022-03-27,Premium,Monthly,,,20.99,505,63,0,rishi,Nepal,Kathmandu,Male,1985-10-03,,,,
1369-HHPLB,2024-08-11,Organic,2025-08-06,Premium,Annual,,,22.99,1002,59,0,krishna,India,Nagaland,Female,1965-04-27,2024-10-16,Y,46.0,1.0
1370-QXZIG,2019-08-01,Paid,2019-08-31,Premium,Monthly,,,29.99,736,47,0,pooja,India,West Bengal,Male,1995-07-15,,,,
1371-OPLQY,2019-04-14,Organic,2019-05-14,Standard,Monthly,,,12.99,290,50,0,vivaan,Nepal,Kathmandu,Male,1983-11-05,,,,
1372-GFKJC,2021-10-09,Organic,2022-10-04,Standard,Annual,2022-07-25,Poor customer support,13.99,792,63,1,rohan,India,West Bengal,Female,1984-05-18,,,,
1373-CYTTO,2019-09-24,Refferal,2019-10-24,Premium,Monthly,,,29.99,255,42,0,neha,India,Maharashtra,Male,1968-11-02,,,,
1374-NCDVB,2019-02-13,Refferal,2019-03-15,Standard,Monthly,,,17.99,693,70,0,meera,India,Delhi,Female,1983-01-08,2021-01-04,N,74.0,1.0
1375-SGDDA,2023-12-27,Paid,2024-01-26,Standard,Monthly,2024-06-29,Forgot to cancel trial,17.99,113,89,1,nisha,Nepal,Kathmandu,Female,2005-07-27,,,,
1376-YLJSR,2020-08-15,Paid,2021-08-10,Basic,Annual,2022-03-02,Forgot to cancel trial,9.99,560,67,1,neha,India,Karnataka,Male,1992-01-24,,,,
1377-UGZCK,2023-09-11,Organic,2023-10-11,Premium,Monthly,,,22.99,237,61,0,reyansh,India,West Bengal,Female,1991-11-27,,,,
1378-AUHWH,2023-01-26,Organic,2023-02-25,Premium,Monthly,2024-03-12,Switched to competitor,20.99,209,53,1,kiara,India,Tamil Nadu,Female,1997-12-14,,,,
1379-GGJFH,2020-02-19,Organic,2020-03-20,Basic,Monthly,2022-02-26,Switched to competitor,8.99,471,57,1,dev,India,Rajasthan,Male,2003-01-08,2021-03-06,N,78.0,1.0
1380-WCDEE,2021-02-13,Paid,2021-03-15,Basic,Monthly,,,6.99,179,48,0,priya,India,Telangana,Female,1996-02-24,,,,
1381-IEQSP,2023-03-13,Refferal,2023-04-12,Basic,Monthly,,,9.99,303,83,0,reyansh,Nepal,Kathmandu,Female,2000-06-25,,,,
1382-WPPIS,2022-06-07,Organic,2022-07-07,Premium,Monthly,,,20.99,633,37,0,saanvi,India,West Bengal,Male,1974-04-18,2024-01-25,Y,42.0,2.0
1383-NOONN,2022-04-21,Organic,2022-05-21,Standard,Monthly,,,12.99,499,39,0,diya,India,Nagaland,Female,1966-02-09,,,,
1384-HDDCL,2021-02-19,Refferal,2022-02-14,Basic,Annual,,,8.99,224,80,0,vivaan,India,Gujarat,Female,1995-04-14,,,,
1385-IAYJJ,2023-06-17,Refferal,2023-07-17,Standard,Monthly,2025-08-10,Not enough content,12.99,416,96,1,rishi,India,Uttar Pradesh,Female,1983-03-15,,,,
1386-XOKZC,2020-06-09,Organic,2020-07-09,Standard,Monthly,2022-08-18,Switched to competitor,17.99,979,67,1,anaya,India,Telangana,Female,1974-05-27,,,,
1387-YMYYW,2023-05-21,Refferal,2023-06-20,Premium,Monthly,,,22.99,480,24,0,meera,India,Rajasthan,Male,1990-06-18,,,,
1388-DKSOU,2021-02-03,Paid,2022-01-29,Basic,Annual,2022-04-19,Too expensive,6.99,175,77,1,dev,India,Rajasthan,Male,1995-04-11,2021-07-28,Y,36.0,1.0
1389-FDERN,2022-06-25,Paid,2023-06-20,Basic,Annual,,,6.99,349,54,0,myra,Nepal,Kathmandu,Female,1970-10-30,2023-12-15,N,81.0,3.0
1390-JUOLW,2024-02-19,Paid,2024-03-20,Standard,Monthly,,,13.99,594,59,0,rishi,Nepal,Kathmandu,Female,1992-07-01,,,,
1391-BHFIU,2023-02-19,Refferal,2023-03-21,Premium,Monthly,2023-07-21,Poor streaming quality,20.99,510,53,1,meera,India,Rajasthan,Male,1996-04-24,2024-12-04,N,92.0,1.0
1392-MKXMG,2019-12-05,Paid,2020-11-29,Basic,Annual,,,6.99,214,51,0,saanvi,India,Delhi,Male,1996-10-22,,,,
1393-IFFAT,2023-01-06,Organic,2023-02-05,Standard,Monthly,2025-02-20,Switched to competitor,13.99,698,70,1,vihaan,India,Karnataka,Female,1972-07-22,,,,
1394-ZQUVW,2021-10-19,Organic,2021-11-18,Standard,Monthly,,,12.99,229,29,0,kabir,India,Maharashtra,Male,1984-12-01,2024-02-06,Y,52.0,1.0
1395-HDZVF,2023-06-07,Paid,2024-06-01,Basic,Annual,,,9.99,178,32,0,rahul,India,Karnataka,Male,2001-08-03,,,,
1396-AMUKA,2023-08-11,Organic,2023-09-10,Standard,Monthly,2025-05-30,Poor streaming quality,12.99,147,94,1,saanvi,India,Telangana,Male,1994-07-08,2024-07-08,N,89.0,1.0
1397-VYWEK,2023-04-16,Refferal,2023-05-16,Basic,Monthly,,,8.99,170,73,0,sai,India,West Bengal,Male,2003-03-14,2025-05-30,Y,15.0,2.0
1398-ELPJG,2019-06-12,Organic,2019-07-12,Standard,Monthly,,,17.99,598,52,0,arjun,India,Meghalaya,Male,1975-09-06,2021-12-26,N,60.0,2.0
1399-TMQKF,2020-01-11,Refferal,2021-01-05,Basic,Annual,2021-09-09,Forgot to cancel trial,6.99,462,75,1,kiara,India,West Bengal,Female,1968-02-21,,,,
1400-JFXGH,2019-11-24,Refferal,2019-12-24,Premium,Monthly,,,22.99,626,28,0,aadhya,India,Karnataka,Male,1977-10-20,,,,
1401-TXNYE,2025-03-14,Paid,2026-03-09,Standard,Annual,,,12.99,364,37,0,rishi,India,Nagaland,Female,1984-03-04,,,,
1402-MRTPC,2024-07-05,Paid,2025-06-30,Basic,Annual,,,8.99,418,73,0,anaya,India,Karnataka,Female,1971-12-11,,,,
1403-JUSCN,2022-11-28,Organic,2022-12-28,Basic,Monthly,,,9.99,386,59,0,dev,India,Delhi,Male,1982-04-06,,,,
1404-NXHHP,2021-10-10,Paid,2021-11-09,Basic,Monthly,,,8.99,490,27,0,vivaan,India,Uttar Pradesh,Male,1996-04-15,,,,
1405-MMWSC,2023-04-17,Refferal,2023-05-17,Basic,Monthly,,,9.99,344,73,0,isha,India,Telangana,Female,2002-03-22,,,,
1406-YZLEI,2019-10-14,Paid,2019-11-13,Basic,Monthly,,,6.99,222,81,0,rahul,India,Telangana,Female,1996-05-10,,,,
1407-FLFWE,2021-11-28,Organic,2021-12-28,Basic,Monthly,,,6.99,215,75,0,reyansh,India,Nagaland,Male,1985-03-20,2022-12-19,Y,14.0,1.0
1408-ASHPP,2024-11-09,Organic,2025-11-04,Standard,Annual,,,12.99,510,66,0,kabir,India,Maharashtra,Male,1998-09-22,,,,
1409-PPYKT,2022-12-29,Organic,2023-12-24,Premium,Annual,,,20.99,1177,37,0,aadhya,India,Uttar Pradesh,Male,1979-02-21,,,,
1410-EATDQ,2021-02-08,Paid,2022-02-03,Standard,Annual,2023-01-07,Poor customer support,13.99,876,77,1,krishna,Nepal,Kathmandu,Female,1981-07-12,,,,
1411-ZXKVO,2020-02-16,Paid,2021-02-10,Premium,Annual,,,29.99,983,57,0,ayaan,India,Tamil Nadu,Male,1980-08-17,,,,
1412-SZWQB,2024-05-28,Refferal,2024-06-27,Premium,Monthly,,,20.99,377,39,0,arjun,India,Nagaland,Male,2002-05-04,2026-04-14,Y,18.0,3.0
1413-CZWKH,2023-11-25,Paid,2024-11-19,Standard,Annual,,,13.99,346,36,0,riya,India,Tamil Nadu,Male,1993-11-21,2025-12-22,N,57.0,1.0
1414-SLEKM,2020-06-01,Paid,2020-07-01,Basic,Monthly,,,8.99,410,37,0,tara,Nepal,Kathmandu,Male,1991-06-21,,,,
1415-OKEJH,2022-01-25,Refferal,2022-02-24,Standard,Monthly,,,12.99,541,42,0,myra,India,West Bengal,Male,1971-07-18,,,,
1416-MBZKE,2023-05-24,Refferal,2024-05-18,Premium,Annual,,,29.99,2137,24,0,rishi,Nepal,Kathmandu,Female,1996-06-02,,,,
1417-KNVPL,2019-08-10,Organic,2019-09-09,Standard,Monthly,,,13.99,332,41,0,neha,India,Meghalaya,Male,1977-09-01,2021-11-10,N,92.0,2.0
1418-LXSDV,2019-08-03,Refferal,2019-09-02,Premium,Monthly,2021-02-25,Not enough content,20.99,880,46,1,priya,India,Karnataka,Female,1995-06-25,2020-12-15,Y,48.0,1.0
1419-UXMYW,2020-04-22,Organic,2021-04-17,Basic,Annual,2021-10-19,Poor streaming quality,6.99,515,57,1,priya,India,West Bengal,Female,2003-10-19,,,,
1420-PIWXD,2025-01-10,Organic,2025-02-09,Basic,Monthly,2026-06-30,Not enough content,9.99,310,99,1,priya,India,Tamil Nadu,Female,1993-12-01,2025-07-14,N,89.0,2.0
1421-AROZK,2020-05-25,Paid,2020-06-24,Basic,Monthly,,,6.99,233,51,0,vihaan,India,Delhi,Female,1994-04-11,2023-01-18,N,95.0,1.0
1422-VROES,2021-08-29,Paid,2022-08-24,Standard,Annual,2022-03-07,Too expensive,12.99,790,51,1,myra,Nepal,Kathmandu,Male,1992-03-11,2022-01-07,N,72.0,1.0
1423-RIIMU,2022-01-08,Organic,2022-02-07,Premium,Monthly,,,29.99,1595,60,0,dev,India,Karnataka,Male,1976-05-27,,,,
1424-NEKZN,2022-09-11,Paid,2022-10-11,Basic,Monthly,,,6.99,229,80,0,saanvi,India,Delhi,Female,1968-06-24,,,,
1425-HIADM,2020-01-27,Refferal,2020-02-26,Standard,Monthly,,,13.99,724,48,0,ayaan,India,Meghalaya,Male,1972-11-19,,,,
1426-DBFKY,2020-06-01,Paid,2021-05-27,Basic,Annual,2022-02-17,Not enough content,9.99,182,81,1,saanvi,India,Karnataka,Female,1986-05-23,,,,
1427-NWOFO,2019-12-23,Refferal,2020-12-17,Premium,Annual,,,22.99,1011,18,0,diya,India,Nagaland,Male,1984-03-10,2020-03-27,Y,13.0,1.0
1428-XJRPZ,2024-12-20,Paid,2025-01-19,Premium,Monthly,,,29.99,744,41,0,pooja,India,Delhi,Female,1995-05-16,,,,
1429-WRXLH,2021-07-10,Refferal,2022-07-05,Premium,Annual,,,29.99,1244,41,0,rahul,India,West Bengal,Male,1992-03-31,,,,
1430-NPMFL,2022-04-17,Organic,2023-04-12,Premium,Annual,,,22.99,315,44,0,vihaan,India,Uttar Pradesh,Female,2002-04-24,,,,
1431-JUQBO,2022-12-03,Organic,2023-01-02,Standard,Monthly,,,12.99,196,23,0,dev,India,Tamil Nadu,Male,1980-12-16,,,,
1432-GCQQE,2021-01-16,Organic,2021-02-15,Basic,Monthly,,,8.99,168,70,0,aadhya,India,Maharashtra,Male,1971-12-25,2022-04-05,Y,55.0,1.0
1433-DGJBE,2023-09-21,Refferal,2024-09-15,Premium,Annual,,,20.99,1055,57,0,saanvi,India,Meghalaya,Male,1972-03-11,,,,
1434-YYMQX,2024-08-10,Organic,2025-08-05,Premium,Annual,2026-06-30,Switched to competitor,22.99,1494,62,1,riya,Nepal,Kathmandu,Female,1970-11-24,,,,
1435-JPCYN,2023-10-24,Refferal,2024-10-18,Standard,Annual,,,12.99,861,24,0,ayaan,India,Tamil Nadu,Female,1976-03-11,,,,
1436-QTFGS,2019-03-14,Refferal,2020-03-08,Basic,Annual,,,8.99,182,51,0,rohan,India,West Bengal,Male,1970-12-08,,,,
1437-WUHHK,2023-09-09,Organic,2023-10-09,Basic,Monthly,2023-12-11,Switched to competitor,8.99,31,97,1,aadhya,India,Nagaland,Female,1993-11-19,2024-09-15,Y,17.0,2.0
1438-VAVRY,2023-04-23,Organic,2023-05-23,Standard,Monthly,2023-09-23,Switched to competitor,17.99,678,83,1,pooja,India,Karnataka,Male,1998-04-30,2023-08-02,Y,44.0,1.0
1439-JXPYG,2022-11-23,Refferal,2022-12-23,Standard,Monthly,,,17.99,634,35,0,meera,Nepal,Kathmandu,Female,1973-08-07,2025-07-03,N,95.0,1.0
1440-FTIWE,2019-11-04,Paid,2019-12-04,Standard,Monthly,2022-01-25,Poor streaming quality,17.99,815,72,1,ishaan,India,Delhi,Male,2000-08-20,2021-06-11,Y,54.0,1.0
1441-ZQOQW,2022-04-10,Organic,2022-05-10,Standard,Monthly,2022-10-23,Poor customer support,12.99,333,60,1,rahul,India,Gujarat,Female,1978-04-18,,,,
1442-HGRDA,2023-07-31,Organic,2024-07-25,Premium,Annual,,,20.99,617,17,0,rohan,India,Uttar Pradesh,Male,1979-07-24,,,,
1443-HXIFI,2025-03-06,Paid,2025-04-05,Premium,Monthly,2026-06-30,Switched to competitor,29.99,586,76,1,aarav,India,Gujarat,Male,1997-06-01,,,,
1444-XXNLE,2021-01-08,Paid,2021-02-07,Premium,Monthly,,,29.99,146,32,0,dev,India,Nagaland,Female,1985-08-10,2021-09-16,N,86.0,1.0
1445-DXQEX,2020-06-25,Refferal,2020-07-25,Basic,Monthly,2020-11-02,Too expensive,6.99,335,99,1,neha,India,Delhi,Female,1982-03-24,,,,
1446-KWCGE,2025-02-04,Paid,2025-03-06,Standard,Monthly,2026-06-30,Switched to competitor,13.99,514,72,1,myra,India,Tamil Nadu,Female,1978-10-16,2025-09-24,Y,19.0,1.0
1447-UJHVM,2023-01-03,Refferal,2023-02-02,Premium,Monthly,2024-01-24,Switched to competitor,22.99,249,77,1,kabir,Nepal,Kathmandu,Male,1987-01-23,,,,
1448-TFVNE,2019-11-09,Organic,2019-12-09,Basic,Monthly,,,8.99,135,41,0,dev,India,West Bengal,Male,1980-08-17,,,,
1449-XZZPC,2022-07-31,Refferal,2022-08-30,Basic,Monthly,,,8.99,344,70,0,vihaan,India,Tamil Nadu,Male,1971-06-29,,,,
1450-ZUHMN,2024-11-28,Paid,2024-12-28,Premium,Monthly,,,22.99,1296,42,0,meera,India,Nagaland,Female,1988-11-20,,,,
1451-AGALR,2022-04-22,Refferal,2023-04-17,Standard,Annual,,,12.99,1005,44,0,myra,India,Karnataka,Male,2005-11-18,,,,
1452-HBXED,2024-05-07,Paid,2025-05-02,Standard,Annual,,,12.99,794,27,0,yash,Nepal,Kathmandu,Male,1996-03-24,,,,
1453-CHCAS,2022-10-13,Organic,2023-10-08,Standard,Annual,,,13.99,836,36,0,rishi,India,Meghalaya,Female,1986-01-27,2024-07-31,Y,21.0,1.0
1454-AMNVO,2023-03-27,Refferal,2023-04-26,Standard,Monthly,,,17.99,247,56,0,meera,Nepal,Kathmandu,Male,1996-10-27,2025-07-16,N,80.0,1.0
1455-WOPKU,2023-01-25,Organic,2023-02-24,Standard,Monthly,,,12.99,279,42,0,rohan,India,Meghalaya,Female,1967-06-15,,,,
1456-CGTAY,2024-06-04,Paid,2024-07-04,Basic,Monthly,2025-06-06,Switched to competitor,6.99,137,83,1,riya,India,Rajasthan,Female,1993-08-21,,,,
1457-KYMXL,2023-04-15,Organic,2024-04-09,Basic,Annual,,,9.99,797,41,0,arjun,Nepal,Kathmandu,Male,1983-04-09,2025-10-07,N,90.0,1.0
1458-GZVUE,2019-06-13,Refferal,2019-07-13,Basic,Monthly,,,8.99,424,56,0,neha,Nepal,Kathmandu,Male,1985-01-27,2021-03-16,N,51.0,1.0
1459-EYJRZ,2022-12-18,Organic,2023-01-17,Premium,Monthly,2023-08-03,Not enough content,22.99,723,57,1,priya,India,Maharashtra,Female,1979-01-27,,,,
1460-SPBLJ,2023-08-20,Organic,2024-08-14,Standard,Annual,,,12.99,436,61,0,saanvi,India,Meghalaya,Female,1984-10-10,2024-01-29,N,49.0,3.0
1461-MOVCL,2023-11-10,Refferal,2023-12-10,Basic,Monthly,2024-11-25,Switched to competitor,8.99,280,93,1,kiara,India,Nagaland,Female,1969-11-23,2025-05-21,Y,40.0,1.0
1462-UGKSB,2023-09-29,Organic,2023-10-29,Premium,Monthly,,,20.99,850,24,0,nisha,India,Meghalaya,Male,2000-06-02,,,,
1463-JWONQ,2020-11-04,Organic,2021-10-30,Basic,Annual,2022-02-21,Poor streaming quality,8.99,465,63,1,reyansh,India,West Bengal,Female,2002-04-04,2021-12-07,N,80.0,2.0
1464-KVXXX,2021-12-12,Refferal,2022-01-11,Premium,Monthly,,,22.99,114,29,0,rahul,India,Uttar Pradesh,Female,1971-08-14,,,,
1465-SDBGX,2019-02-28,Organic,2019-03-30,Basic,Monthly,2020-04-20,Switched to competitor,9.99,241,72,1,reyansh,India,Meghalaya,Female,1991-12-16,2021-06-25,N,78.0,1.0
1466-DFONL,2020-02-11,Paid,2021-02-05,Premium,Annual,,,22.99,1716,19,0,sai,India,Gujarat,Female,1982-02-12,,,,
1467-NDPXY,2025-03-09,Organic,2026-03-04,Standard,Annual,,,13.99,400,25,0,nisha,India,Gujarat,Female,1987-08-01,,,,
1468-ZONUW,2023-08-26,Paid,2023-09-25,Standard,Monthly,,,13.99,67,48,0,priya,Nepal,Kathmandu,Male,2000-02-02,2024-09-12,N,78.0,1.0
1469-KFSNH,2023-05-19,Organic,2023-06-18,Premium,Monthly,,,29.99,454,44,0,meera,India,Meghalaya,Female,2002-03-02,,,,
1470-DWZEQ,2020-01-18,Organic,2020-02-17,Premium,Monthly,2020-03-14,Poor streaming quality,20.99,784,70,1,vihaan,India,West Bengal,Female,2002-10-26,,,,
1471-AXXEO,2021-12-02,Organic,2022-01-01,Basic,Monthly,,,8.99,166,44,0,rohan,India,West Bengal,Female,1975-10-03,,,,
1472-SDDOT,2023-05-20,Organic,2023-06-19,Basic,Monthly,2025-09-25,Switched to competitor,6.99,58,90,1,vihaan,India,Maharashtra,Male,2005-02-17,2025-12-05,Y,20.0,1.0
1473-JAFVS,2024-11-07,Paid,2025-11-02,Standard,Annual,,,12.99,828,56,0,rohan,India,Tamil Nadu,Male,1980-05-18,2026-04-15,N,58.0,1.0
1474-DGAKE,2022-04-20,Organic,2023-04-15,Standard,Annual,,,17.99,1188,50,0,ayaan,India,Maharashtra,Female,1977-01-02,,,,
1475-GIFGV,2024-01-02,Paid,2024-02-01,Basic,Monthly,2026-03-22,Too expensive,8.99,237,89,1,pooja,Nepal,Kathmandu,Female,1969-08-13,,,,
1476-LUCOF,2022-12-13,Paid,2023-12-08,Basic,Annual,,,9.99,174,47,0,dev,India,Delhi,Male,1991-04-30,,,,
1477-LHCGV,2022-08-10,Organic,2022-09-09,Basic,Monthly,,,8.99,307,55,0,diya,India,Uttar Pradesh,Male,1970-06-27,,,,
1478-DRIWT,2024-08-04,Organic,2024-09-03,Basic,Monthly,2025-06-26,Too expensive,8.99,101,97,1,dev,India,West Bengal,Female,1995-08-08,2024-08-22,N,81.0,1.0
1479-OJEMB,2022-05-17,Refferal,2022-06-16,Basic,Monthly,2024-08-10,Too expensive,9.99,96,70,1,dev,India,Gujarat,Male,1980-02-19,2024-09-26,Y,49.0,2.0
1480-AHBAE,2019-01-21,Refferal,2020-01-16,Basic,Annual,,,9.99,582,71,0,vihaan,India,Uttar Pradesh,Female,1975-02-26,2019-10-24,N,53.0,3.0
